packet_timestamp,session_id,src_ip,dst_ip,src_port,dst_port,tcp_flags,tcp_state,packet_type,direction,packet_size,seq_number,window_size,ttl,service_name
2025-01-20T09:00:00+00:00,SESS_604,10.4.207.115,172.45.56.162,51749,143,ACK,CLOSED,,C2S,47,1000604,8192,64,IMAP
2025-01-20T09:00:00+00:00,SESS_605,192.3.31.190,64.146.198.190,60011,5432,ACK,CLOSED,,C2S,52,1000605,65535,128,POSTGRESQL
2025-01-20T09:00:00+00:00,SESS_129,192.1.12.50,93.214.162.87,57749,25,ACK,CLOSED,,C2S,51,1000129,8192,64,SMTP
2025-01-20T09:00:00+00:00,SESS_606,10.4.135.152,72.52.34.41,54297,80,ACK,CLOSED,,C2S,41,1000606,16384,64,HTTP
2025-01-20T09:00:00+00:00,SESS_607,192.2.154.83,204.55.234.159,64410,445,ACK,CLOSED,,C2S,53,1000607,32768,128,SMB
2025-01-20T09:00:00+00:00,SESS_623,192.168.105.70,52.151.123.114,65260,21,ACK,CLOSED,,C2S,56,1000623,8192,64,FTP
2025-01-20T09:00:00+00:00,SESS_624,192.4.36.157,72.184.60.242,57800,445,ACK,CLOSED,,C2S,42,1000624,65535,128,SMB
2025-01-20T09:00:00+00:00,SESS_625,10.3.182.177,104.20.43.79,60368,22,ACK,CLOSED,,C2S,51,1000625,65535,255,SSH
2025-01-20T09:00:00+00:00,SESS_626,10.10.133.223,13.244.232.55,63520,22,ACK,CLOSED,,C2S,46,1000626,65535,128,SSH
2025-01-20T09:00:00+00:00,SESS_644,10.168.35.100,35.79.187.114,60635,389,ACK,CLOSED,,C2S,43,1000644,65535,255,LDAP
2025-01-20T09:00:00+00:00,SESS_645,10.168.44.79,13.49.42.195,51361,3306,ACK,CLOSED,,C2S,46,1000645,8192,128,MYSQL
2025-01-20T09:00:00+00:00,SESS_646,192.5.203.3,13.213.158.61,53388,6379,ACK,CLOSED,,C2S,49,1000646,65535,255,REDIS
2025-01-20T09:00:00+00:00,SESS_647,192.2.108.197,204.75.47.229,64507,80,ACK,CLOSED,,C2S,49,1000647,16384,64,HTTP
2025-01-20T09:00:00+00:00,SESS_648,192.10.154.15,54.246.136.124,58143,3389,ACK,CLOSED,,C2S,59,1000648,8192,64,RDP
2025-01-20T09:00:00+00:00,SESS_115,10.10.169.161,13.244.232.55,63441,22,ACK,CLOSED,,C2S,43,1000115,65535,128,SSH
2025-01-20T09:00:00+00:00,SESS_649,10.1.91.176,35.37.128.75,56960,445,ACK,CLOSED,,C2S,40,1000649,65535,64,SMB
2025-01-20T09:00:00+00:00,SESS_650,192.3.174.134,34.162.254.83,58879,3389,ACK,CLOSED,,C2S,55,1000650,65535,64,RDP
2025-01-20T09:00:00+00:00,SESS_651,10.168.39.24,17.174.26.17,55665,25,ACK,CLOSED,,C2S,40,1000651,65535,128,SMTP
2025-01-20T09:00:00+00:00,SESS_652,10.1.5.78,13.155.195.93,57307,389,ACK,CLOSED,,C2S,46,1000652,65535,255,LDAP
2025-01-20T09:00:00+00:00,SESS_114,10.168.44.79,13.49.42.195,60436,3306,ACK,CLOSED,,C2S,47,1000114,65535,128,MYSQL
2025-01-20T09:00:00+00:00,SESS_653,192.10.154.15,54.246.136.124,65099,3389,ACK,CLOSED,,C2S,40,1000653,32768,64,RDP
2025-01-20T09:00:00+00:00,SESS_654,10.1.54.141,34.37.67.239,62405,6379,ACK,CLOSED,,C2S,49,1000654,65535,64,REDIS
2025-01-20T09:00:00+00:00,SESS_113,10.2.31.188,142.185.199.6,65516,143,ACK,CLOSED,,C2S,42,1000113,16384,128,IMAP
2025-01-20T09:00:00+00:00,SESS_655,192.168.63.214,64.6.51.6,56193,445,ACK,CLOSED,,C2S,46,1000655,65535,255,SMB
2025-01-20T09:00:00+00:00,SESS_656,10.3.214.203,64.20.21.201,59287,3389,ACK,CLOSED,,C2S,40,1000656,65535,255,RDP
2025-01-20T09:00:00+00:00,SESS_657,10.2.164.223,64.138.3.241,54174,21,ACK,CLOSED,,C2S,51,1000657,8192,64,FTP
2025-01-20T09:00:00+00:00,SESS_658,10.3.161.95,35.166.227.146,60587,389,ACK,CLOSED,,C2S,55,1000658,16384,64,LDAP
2025-01-20T09:00:00+00:00,SESS_659,10.168.39.24,17.174.26.17,59448,25,ACK,CLOSED,,C2S,53,1000659,65535,128,SMTP
2025-01-20T09:00:00+00:00,SESS_116,192.3.124.27,204.55.234.159,60651,445,ACK,CLOSED,,C2S,58,1000116,65535,64,SMB
2025-01-20T09:00:00+00:00,SESS_593,10.4.135.152,72.52.34.41,52240,80,ACK,CLOSED,,C2S,51,1000593,65535,64,HTTP
2025-01-20T09:00:00+00:00,SESS_643,10.4.207.115,172.45.56.162,63970,143,ACK,CLOSED,,C2S,58,1000643,65535,255,IMAP
2025-01-20T09:00:00+00:00,SESS_117,10.168.116.9,64.20.21.201,64550,3389,ACK,CLOSED,,C2S,57,1000117,65535,64,RDP
2025-01-20T09:00:00+00:00,SESS_627,192.2.107.88,142.250.244.13,54982,143,ACK,CLOSED,,C2S,59,1000627,32768,64,IMAP
2025-01-20T09:00:00+00:00,SESS_121,10.168.165.28,104.130.39.46,62838,21,ACK,CLOSED,,C2S,54,1000121,65535,64,FTP
2025-01-20T09:00:00+00:00,SESS_628,10.20.146.232,35.79.187.114,55934,389,ACK,CLOSED,,C2S,50,1000628,65535,255,LDAP
2025-01-20T09:00:00+00:00,SESS_629,10.1.5.78,13.155.195.93,58904,389,ACK,CLOSED,,C2S,47,1000629,65535,64,LDAP
2025-01-20T09:00:00+00:00,SESS_630,192.1.142.169,13.239.184.104,53287,22,ACK,CLOSED,,C2S,51,1000630,65535,64,SSH
2025-01-20T09:00:00+00:00,SESS_120,10.3.63.21,35.108.210.118,62633,443,ACK,CLOSED,,C2S,40,1000120,65535,255,HTTPS
2025-01-20T09:00:00+00:00,SESS_631,10.4.135.152,72.52.34.41,57130,80,ACK,CLOSED,,C2S,49,1000631,65535,64,HTTP
2025-01-20T09:00:00+00:00,SESS_632,10.168.54.2,93.35.92.129,61580,25,ACK,CLOSED,,C2S,59,1000632,8192,128,SMTP
2025-01-20T09:00:00+00:00,SESS_633,192.4.36.157,72.184.60.242,62348,445,ACK,CLOSED,,C2S,48,1000633,65535,64,SMB
2025-01-20T09:00:00+00:00,SESS_634,192.3.174.134,34.162.254.83,50482,3389,ACK,CLOSED,,C2S,47,1000634,65535,64,RDP
2025-01-20T09:00:00+00:00,SESS_119,10.10.238.170,64.146.198.190,57328,5432,ACK,CLOSED,,C2S,56,1000119,65535,64,POSTGRESQL
2025-01-20T09:00:00+00:00,SESS_635,10.5.88.43,93.214.162.87,55138,25,ACK,CLOSED,,C2S,43,1000635,32768,128,SMTP
2025-01-20T09:00:00+00:00,SESS_636,192.5.191.154,172.178.187.25,61442,6379,ACK,CLOSED,,C2S,51,1000636,65535,64,REDIS
2025-01-20T09:00:00+00:00,SESS_637,192.4.167.220,20.87.231.105,58139,3389,ACK,CLOSED,,C2S,47,1000637,65535,255,RDP
2025-01-20T09:00:00+00:00,SESS_118,10.10.33.184,13.239.184.104,52195,22,ACK,CLOSED,,C2S,54,1000118,65535,64,SSH
2025-01-20T09:00:00+00:00,SESS_638,10.1.54.141,34.37.67.239,54392,6379,ACK,CLOSED,,C2S,48,1000638,65535,64,REDIS
2025-01-20T09:00:00+00:00,SESS_639,10.20.89.2,172.215.64.201,51743,3306,ACK,CLOSED,,C2S,50,1000639,65535,128,MYSQL
2025-01-20T09:00:00+00:00,SESS_640,10.3.170.103,64.88.82.97,50469,80,ACK,CLOSED,,C2S,56,1000640,8192,128,HTTP
2025-01-20T09:00:00+00:00,SESS_641,192.10.114.81,35.108.210.118,59453,443,ACK,CLOSED,,C2S,58,1000641,65535,64,HTTPS
2025-01-20T09:00:00+00:00,SESS_642,10.168.39.24,17.174.26.17,51361,25,ACK,CLOSED,,C2S,53,1000642,32768,64,SMTP
2025-01-20T09:00:00+00:00,SESS_592,10.5.202.207,34.37.67.239,63411,6379,ACK,CLOSED,,C2S,40,1000592,32768,128,REDIS
2025-01-20T09:00:00+00:00,SESS_134,10.3.182.177,104.20.43.79,64783,22,ACK,CLOSED,,C2S,53,1000134,16384,64,SSH
2025-01-20T09:00:00+00:00,SESS_591,10.1.5.78,13.155.195.93,56105,389,ACK,CLOSED,,C2S,42,1000591,32768,128,LDAP
2025-01-20T09:00:00+00:00,SESS_150,192.3.31.190,64.146.198.190,58600,5432,ACK,CLOSED,,C2S,55,1000150,65535,128,POSTGRESQL
2025-01-20T09:00:00+00:00,SESS_542,192.1.12.50,93.214.162.87,52092,25,ACK,CLOSED,,C2S,46,1000542,32768,128,SMTP
2025-01-20T09:00:00+00:00,SESS_543,192.3.246.155,20.31.238.48,56264,3306,ACK,CLOSED,,C2S,55,1000543,32768,64,MYSQL
2025-01-20T09:00:00+00:00,SESS_544,192.4.167.220,20.87.231.105,59776,3389,ACK,CLOSED,,C2S,47,1000544,8192,255,RDP
2025-01-20T09:00:00+00:00,SESS_149,192.168.133.50,172.45.56.162,57428,143,ACK,CLOSED,,C2S,41,1000149,8192,64,IMAP
2025-01-20T09:00:00+00:00,SESS_545,10.5.194.150,72.52.34.41,50785,80,ACK,CLOSED,,C2S,40,1000545,8192,64,HTTP
2025-01-20T09:00:00+00:00,SESS_546,192.168.105.70,52.151.123.114,63407,21,ACK,CLOSED,,C2S,57,1000546,65535,64,FTP
2025-01-20T09:00:00+00:00,SESS_547,192.3.124.27,204.55.234.159,53607,445,ACK,CLOSED,,C2S,47,1000547,32768,64,SMB
2025-01-20T09:00:00+00:00,SESS_148,192.4.167.220,20.87.231.105,55064,3389,ACK,CLOSED,,C2S,57,1000148,65535,64,RDP
2025-01-20T09:00:00+00:00,SESS_548,192.1.12.50,93.214.162.87,64651,25,ACK,CLOSED,,C2S,53,1000548,16384,128,SMTP
2025-01-20T09:00:00+00:00,SESS_549,10.168.24.156,17.174.13.70,57341,22,ACK,CLOSED,,C2S,56,1000549,65535,128,SSH
2025-01-20T09:00:00+00:00,SESS_550,10.1.202.81,13.155.119.163,59987,5432,ACK,CLOSED,,C2S,48,1000550,32768,255,POSTGRESQL
2025-01-20T09:00:00+00:00,SESS_551,10.5.202.207,34.37.67.239,59476,6379,ACK,CLOSED,,C2S,58,1000551,8192,128,REDIS
2025-01-20T09:00:00+00:00,SESS_552,192.3.31.190,64.146.198.190,56999,5432,ACK,CLOSED,,C2S,59,1000552,32768,64,POSTGRESQL
2025-01-20T09:00:00+00:00,SESS_147,10.168.28.102,20.241.249.248,56860,6379,ACK,CLOSED,,C2S,48,1000147,65535,128,REDIS
2025-01-20T09:00:00+00:00,SESS_553,192.3.12.123,20.31.238.48,61104,3306,ACK,CLOSED,,C2S,52,1000553,16384,64,MYSQL
2025-01-20T09:00:00+00:00,SESS_554,10.20.164.103,35.118.199.150,56685,5432,ACK,CLOSED,,C2S,54,1000554,16384,255,POSTGRESQL
2025-01-20T09:00:00+00:00,SESS_146,10.1.1.22,72.183.187.234,50073,143,ACK,CLOSED,,C2S,56,1000146,8192,128,IMAP
2025-01-20T09:00:00+00:00,SESS_555,10.4.103.119,142.250.244.13,60035,143,ACK,CLOSED,,C2S,52,1000555,8192,64,IMAP
2025-01-20T09:00:00+00:00,SESS_541,192.4.251.18,104.20.43.79,50497,445,ACK,CLOSED,,C2S,55,1000541,65535,128,SMB
2025-01-20T09:00:00+00:00,SESS_556,10.20.238.173,93.35.92.129,64965,25,ACK,CLOSED,,C2S,54,1000556,65535,128,SMTP
2025-01-20T09:00:00+00:00,SESS_540,192.2.107.88,142.250.244.13,58730,143,ACK,CLOSED,,C2S,46,1000540,32768,64,IMAP
2025-01-20T09:00:00+00:00,SESS_538,192.10.154.15,54.246.136.124,58362,3389,ACK,CLOSED,,C2S,54,1000538,65535,255,RDP
2025-01-20T09:00:00+00:00,SESS_525,10.10.169.161,13.244.232.55,57954,22,ACK,CLOSED,,C2S,40,1000525,8192,128,SSH
2025-01-20T09:00:00+00:00,SESS_156,10.168.35.100,35.79.187.114,65034,389,ACK,CLOSED,,C2S,52,1000156,65535,64,LDAP
2025-01-20T09:00:00+00:00,SESS_526,192.2.154.83,204.55.234.159,62730,445,ACK,CLOSED,,C2S,40,1000526,16384,64,SMB
2025-01-20T09:00:00+00:00,SESS_527,10.3.214.203,64.20.21.201,50950,3389,ACK,CLOSED,,C2S,49,1000527,65535,64,RDP
2025-01-20T09:00:00+00:00,SESS_528,10.1.203.195,104.130.39.46,50805,21,ACK,CLOSED,,C2S,58,1000528,65535,64,FTP
2025-01-20T09:00:00+00:00,SESS_155,10.1.54.141,34.37.67.239,53977,6379,ACK,CLOSED,,C2S,53,1000155,65535,128,REDIS
2025-01-20T09:00:00+00:00,SESS_529,10.2.164.223,64.138.3.241,64983,21,ACK,CLOSED,,C2S,41,1000529,65535,255,FTP
2025-01-20T09:00:00+00:00,SESS_530,10.1.91.176,35.37.128.75,51168,445,ACK,CLOSED,,C2S,55,1000530,16384,128,SMB
2025-01-20T09:00:00+00:00,SESS_154,10.10.166.65,8.157.202.164,57567,21,ACK,CLOSED,,C2S,59,1000154,32768,128,FTP
2025-01-20T09:00:00+00:00,SESS_531,10.1.203.195,104.130.39.46,52515,143,ACK,CLOSED,,C2S,55,1000531,32768,128,IMAP
2025-01-20T09:00:00+00:00,SESS_153,192.168.148.162,72.243.53.16,60950,389,ACK,CLOSED,,C2S,59,1000153,65535,64,LDAP
2025-01-20T09:00:00+00:00,SESS_532,10.1.203.195,104.130.39.46,53073,143,ACK,CLOSED,,C2S,41,1000532,65535,128,IMAP
2025-01-20T09:00:00+00:00,SESS_533,10.3.133.59,13.210.139.47,50146,443,ACK,CLOSED,,C2S,45,1000533,8192,64,HTTPS
2025-01-20T09:00:00+00:00,SESS_534,10.3.63.21,35.108.210.118,63836,443,ACK,CLOSED,,C2S,44,1000534,65535,64,HTTPS
2025-01-20T09:00:00+00:00,SESS_152,10.168.1.179,20.241.249.248,51937,6379,ACK,CLOSED,,C2S,55,1000152,65535,128,REDIS
2025-01-20T09:00:00+00:00,SESS_535,10.4.76.68,104.224.91.69,61176,80,ACK,CLOSED,,C2S,52,1000535,65535,128,HTTP
2025-01-20T09:00:00+00:00,SESS_536,10.2.186.213,13.213.158.61,50814,6379,ACK,CLOSED,,C2S,49,1000536,65535,64,REDIS
2025-01-20T09:00:00+00:00,SESS_537,10.168.165.28,104.130.39.46,60747,21,ACK,CLOSED,,C2S,40,1000537,32768,64,FTP
2025-01-20T09:00:00+00:00,SESS_151,10.4.103.119,142.250.244.13,54326,143,ACK,CLOSED,,C2S,46,1000151,65535,64,IMAP
2025-01-20T09:00:00+00:00,SESS_539,10.20.164.103,35.118.199.150,58272,5432,ACK,CLOSED,,C2S,53,1000539,65535,64,POSTGRESQL
2025-01-20T09:00:00+00:00,SESS_112,10.20.89.2,172.215.64.201,56498,3306,ACK,CLOSED,,C2S,48,1000112,8192,64,MYSQL
2025-01-20T09:00:00+00:00,SESS_145,192.5.253.200,142.185.199.6,54318,143,ACK,CLOSED,,C2S,49,1000145,8192,64,IMAP
2025-01-20T09:00:00+00:00,SESS_558,10.5.5.221,35.166.227.146,58213,389,ACK,CLOSED,,C2S,43,1000558,16384,64,LDAP
2025-01-20T09:00:00+00:00,SESS_575,10.10.33.184,13.239.184.104,52372,22,ACK,CLOSED,,C2S,55,1000575,65535,128,SSH
2025-01-20T09:00:00+00:00,SESS_576,10.3.17.244,13.155.195.93,59871,389,ACK,CLOSED,,C2S,41,1000576,65535,64,LDAP
2025-01-20T09:00:00+00:00,SESS_577,10.3.63.21,35.108.210.118,58287,443,ACK,CLOSED,,C2S,54,1000577,16384,255,HTTPS
2025-01-20T09:00:00+00:00,SESS_137,10.2.164.223,64.138.3.241,53288,21,ACK,CLOSED,,C2S,54,1000137,65535,64,FTP
2025-01-20T09:00:00+00:00,SESS_578,10.1.241.238,13.49.42.195,57644,3306,ACK,CLOSED,,C2S,49,1000578,65535,64,MYSQL
2025-01-20T09:00:00+00:00,SESS_579,10.4.251.232,204.75.47.229,56710,80,ACK,CLOSED,,C2S,44,1000579,65535,64,HTTP
2025-01-20T09:00:00+00:00,SESS_580,10.5.239.55,8.87.203.240,64083,25,ACK,CLOSED,,C2S,47,1000580,65535,128,SMTP
2025-01-20T09:00:00+00:00,SESS_136,192.3.31.190,64.146.198.190,53139,5432,ACK,CLOSED,,C2S,53,1000136,65535,64,POSTGRESQL
2025-01-20T09:00:00+00:00,SESS_581,192.168.105.70,52.151.123.114,55441,21,ACK,CLOSED,,C2S,44,1000581,8192,64,FTP
2025-01-20T09:00:00+00:00,SESS_582,10.3.208.245,13.107.88.99,52012,6379,ACK,CLOSED,,C2S,54,1000582,32768,128,REDIS
2025-01-20T09:00:00+00:00,SESS_135,10.168.1.179,20.241.249.248,51120,6379,ACK,CLOSED,,C2S,44,1000135,32768,128,REDIS
2025-01-20T09:00:00+00:00,SESS_583,192.3.212.247,199.253.101.246,49469,5432,ACK,CLOSED,,C2S,58,1000583,65535,64,POSTGRESQL
2025-01-20T09:00:00+00:00,SESS_584,10.2.31.188,142.185.199.6,62086,143,ACK,CLOSED,,C2S,55,1000584,65535,64,IMAP
2025-01-20T09:00:00+00:00,SESS_585,10.1.1.22,72.183.187.234,58239,143,ACK,CLOSED,,C2S,51,1000585,32768,64,IMAP
2025-01-20T09:00:00+00:00,SESS_586,10.5.251.244,35.118.199.150,54543,5432,ACK,CLOSED,,C2S,45,1000586,65535,64,POSTGRESQL
2025-01-20T09:00:00+00:00,SESS_587,10.4.103.119,142.250.244.13,58903,143,ACK,CLOSED,,C2S,48,1000587,65535,64,IMAP
2025-01-20T09:00:00+00:00,SESS_588,10.3.161.95,35.166.227.146,57939,389,ACK,CLOSED,,C2S,45,1000588,16384,64,LDAP
2025-01-20T09:00:00+00:00,SESS_589,10.4.103.119,142.250.244.13,62954,143,ACK,CLOSED,,C2S,59,1000589,32768,64,IMAP
2025-01-20T09:00:00+00:00,SESS_590,10.20.238.173,93.35.92.129,61602,25,ACK,CLOSED,,C2S,41,1000590,8192,64,SMTP
2025-01-20T09:00:00+00:00,SESS_574,10.5.239.55,8.87.203.240,50240,25,ACK,CLOSED,,C2S,58,1000574,32768,128,SMTP
2025-01-20T09:00:00+00:00,SESS_557,192.5.191.154,172.178.187.25,59221,6379,ACK,CLOSED,,C2S,42,1000557,32768,64,REDIS
2025-01-20T09:00:00+00:00,SESS_573,192.1.12.50,93.214.162.87,60552,25,ACK,CLOSED,,C2S,48,1000573,8192,64,SMTP
2025-01-20T09:00:00+00:00,SESS_138,10.3.92.143,72.243.53.16,59609,389,ACK,CLOSED,,C2S,44,1000138,16384,128,LDAP
2025-01-20T09:00:00+00:00,SESS_559,192.5.191.154,172.178.187.25,49985,6379,ACK,CLOSED,,C2S,58,1000559,8192,255,REDIS
2025-01-20T09:00:00+00:00,SESS_144,10.168.165.28,104.130.39.46,64079,21,ACK,CLOSED,,C2S,51,1000144,65535,128,FTP
2025-01-20T09:00:00+00:00,SESS_560,10.1.203.195,104.130.39.46,54567,21,ACK,CLOSED,,C2S,52,1000560,32768,128,FTP
2025-01-20T09:00:00+00:00,SESS_561,192.5.194.236,8.104.42.2,61771,443,ACK,CLOSED,,C2S,46,1000561,32768,64,HTTPS
2025-01-20T09:00:00+00:00,SESS_143,10.2.186.213,13.213.158.61,61843,6379,ACK,CLOSED,,C2S,41,1000143,32768,128,REDIS
2025-01-20T09:00:00+00:00,SESS_562,192.5.194.236,8.104.42.2,51827,443,ACK,CLOSED,,C2S,52,1000562,65535,64,HTTPS
2025-01-20T09:00:00+00:00,SESS_563,10.3.182.177,104.20.43.79,57596,22,ACK,CLOSED,,C2S,52,1000563,8192,128,SSH
2025-01-20T09:00:00+00:00,SESS_142,10.10.33.184,13.239.184.104,51833,22,ACK,CLOSED,,C2S,44,1000142,32768,255,SSH
2025-01-20T09:00:00+00:00,SESS_141,192.168.148.162,72.243.53.16,51779,389,ACK,CLOSED,,C2S,44,1000141,65535,64,LDAP
2025-01-20T09:00:00+00:00,SESS_564,192.5.194.236,8.104.42.2,64087,443,ACK,CLOSED,,C2S,43,1000564,16384,255,HTTPS
2025-01-20T09:00:00+00:00,SESS_565,10.3.208.245,13.107.88.99,63647,3306,ACK,CLOSED,,C2S,48,1000565,8192,64,MYSQL
2025-01-20T09:00:00+00:00,SESS_566,192.4.167.220,20.87.231.105,59866,3389,ACK,CLOSED,,C2S,59,1000566,65535,64,RDP
2025-01-20T09:00:00+00:00,SESS_567,10.1.1.22,72.183.187.234,51201,143,ACK,CLOSED,,C2S,40,1000567,65535,64,IMAP
2025-01-20T09:00:00+00:00,SESS_140,10.5.225.28,8.104.42.2,49876,443,ACK,CLOSED,,C2S,55,1000140,65535,128,HTTPS
2025-01-20T09:00:00+00:00,SESS_568,192.3.14.16,35.39.115.40,60583,3389,ACK,CLOSED,,C2S,42,1000568,16384,64,RDP
2025-01-20T09:00:00+00:00,SESS_569,10.20.89.2,172.215.64.201,58196,3306,ACK,CLOSED,,C2S,47,1000569,8192,64,MYSQL
2025-01-20T09:00:00+00:00,SESS_139,10.168.214.42,104.224.91.69,56678,80,ACK,CLOSED,,C2S,44,1000139,65535,128,HTTP
2025-01-20T09:00:00+00:00,SESS_570,10.5.194.150,72.52.34.41,52148,80,ACK,CLOSED,,C2S,53,1000570,65535,255,HTTP
2025-01-20T09:00:00+00:00,SESS_571,192.3.124.27,204.55.234.159,59998,445,ACK,CLOSED,,C2S,57,1000571,32768,128,SMB
2025-01-20T09:00:00+00:00,SESS_572,10.3.208.245,13.107.88.99,50758,3306,ACK,CLOSED,,C2S,57,1000572,32768,64,MYSQL
2025-01-20T09:00:00+00:00,SESS_660,192.168.148.162,72.243.53.16,50486,389,ACK,CLOSED,,C2S,51,1000660,32768,128,LDAP
2025-01-20T09:00:00+00:00,SESS_661,10.168.1.179,20.241.249.248,51601,6379,ACK,CLOSED,,C2S,42,1000661,65535,255,REDIS
