,timestamp,amount,age,gender,merchant,category,fraud,session_key
152,2023-01-18 18:28:59.850,5.142427608751266,3,F,M348934600,transportation,0,951.0
153,2023-01-19 02:08:25.112,58.10371962905475,3,F,M348934600,transportation,0,951.0
154,2023-01-19 07:57:37.527,46.57190077040479,3,F,M348934600,transportation,0,951.0
155,2023-01-11 19:53:40.806,1356.1110234983216,4,M,M480139044,health,1,56.0
156,2023-01-15 15:19:55.718,369.5904497021674,3,M,M480139044,health,1,81.0
157,2023-01-16 05:54:36.589,191.73935692568764,2,M,M1823072687,transportation,1,559.0
158,2023-01-16 12:00:44.114,268.08384004416257,5,M,M480139044,health,1,820.0
159,2023-01-16 20:56:22.941,170.46568895727904,2,M,M480139044,transportation,0,280.0
160,2023-01-17 03:18:24.539,118.01954320293933,2,M,M1823072687,transportation,0,280.0
161,2023-01-17 08:29:30.321,195.76121179240172,2,M,M1823072687,health,0,280.0
162,2023-01-15 04:59:55.056,105.32626799690009,6,F,M348934600,transportation,0,340.0
163,2023-01-15 12:56:12.609,65.53138762682129,6,F,M348934600,transportation,0,340.0
164,2023-01-15 20:51:34.231,69.53441929776103,6,F,M348934600,transportation,0,340.0
165,2023-01-16 04:42:19.030,93.53999126541937,6,F,M348934600,transportation,0,340.0
166,2023-01-16 11:12:51.507,19.63980825953002,6,F,M348934600,transportation,0,340.0
167,2023-01-16 19:12:41.966,17.10889712639807,6,F,M348934600,transportation,0,340.0
168,2023-01-17 03:12:25.880,18.26037873839489,6,F,M348934600,transportation,0,340.0
169,2023-01-17 11:11:49.500,15.997785508098112,6,F,M348934600,transportation,0,340.0
170,2023-01-17 18:57:48.178,6.782601600653566,6,F,M348934600,transportation,0,340.0
171,2023-01-18 02:57:41.914,6.694523116964479,6,F,M348934600,transportation,0,340.0
172,2023-01-18 10:57:26.051,6.324771989434254,6,F,M348934600,transportation,0,340.0
173,2023-01-18 18:56:40.681,5.243313043504064,6,F,M348934600,transportation,0,340.0
174,2023-01-19 02:48:33.157,7.1313265668227395,6,F,M348934600,transportation,0,340.0
175,2023-01-19 10:48:19.273,6.310120969642527,6,F,M348934600,transportation,0,340.0
176,2023-01-19 18:47:22.285,5.009782753456394,6,F,M348934600,transportation,0,340.0
177,2023-01-20 02:43:37.326,4.992043922039747,6,F,M348934600,transportation,0,340.0
178,2023-01-20 10:19:30.089,39.18814805339672,6,F,M348934600,transportation,0,340.0
179,2023-01-20 17:57:23.689,27.883126036657277,6,F,M348934600,transportation,0,340.0
180,2023-01-20 23:16:14.045,21.01780927672091,6,F,M348934600,transportation,0,340.0
181,2023-01-16 13:46:41.231,528.5033297057638,3,F,M480139044,health,1,575.0
182,2023-01-13 03:05:20.070,237.10720660724112,3,F,M480139044,health,1,620.0
183,2023-01-08 22:03:35.737,276.59421014046535,2,F,M480139044,health,1,672.0
184,2023-01-07 02:17:21.747,171.5548842555618,3,F,M480139044,health,1,809.0
185,2023-01-07 02:40:39.135,109.37708961797435,4,F,M348934600,transportation,0,130.0
186,2023-01-07 10:33:32.593,80.67263219359377,4,F,M348934600,transportation,0,130.0
187,2023-01-07 18:24:31.218,60.849837832840535,4,F,M348934600,transportation,0,130.0
188,2023-01-08 02:08:40.453,83.916710344196,4,F,M348934600,transportation,0,130.0
189,2023-01-08 09:07:52.467,16.095477469157387,4,F,M348934600,transportation,0,130.0
190,2023-01-08 17:07:33.380,15.575601202323732,4,F,M348934600,transportation,0,130.0
191,2023-01-09 01:07:02.306,14.374810231451724,4,F,M348934600,transportation,0,130.0
192,2023-01-09 09:05:58.054,10.48932082348729,4,F,M348934600,transportation,0,130.0
193,2023-01-09 16:54:07.046,5.90111077586298,4,F,M348934600,transportation,0,130.0
194,2023-01-10 00:53:58.378,6.668585145140616,4,F,M348934600,transportation,0,130.0
195,2023-01-10 08:53:39.947,5.215886358065587,4,F,M348934600,transportation,0,130.0
196,2023-01-10 16:52:40.090,3.872783338057889,4,F,M348934600,transportation,0,130.0
197,2023-01-11 00:46:05.010,6.138084232648972,4,F,M348934600,transportation,0,130.0
198,2023-01-11 08:45:46.614,6.1674187382311585,4,F,M348934600,transportation,0,130.0
199,2023-01-11 16:44:47.078,3.835042795112927,4,F,M348934600,transportation,0,130.0
200,2023-01-12 00:39:26.964,3.6718108369756735,4,F,M348934600,transportation,0,130.0
201,2023-01-12 08:23:41.239,32.48135509149049,4,F,M348934600,transportation,0,130.0
202,2023-01-12 15:48:16.482,23.136979530434456,4,F,M348934600,transportation,0,130.0
203,2023-01-12 20:42:58.620,16.029766287722452,4,F,M348934600,transportation,0,130.0
204,2023-01-02 13:58:05.305,144.48353031885043,2,F,M348934600,transportation,0,583.0
205,2023-01-02 21:52:50.600,98.54257902185007,2,F,M348934600,transportation,0,583.0
206,2023-01-03 05:45:06.841,96.14663081632251,2,F,M348934600,transportation,0,583.0
207,2023-01-03 13:29:25.973,101.05723708572556,2,F,M348934600,transportation,0,583.0
208,2023-01-03 20:40:25.542,20.467174132397037,2,F,M348934600,transportation,0,583.0
209,2023-01-04 04:39:44.270,15.282759074336782,2,F,M348934600,transportation,0,583.0
210,2023-01-04 12:38:21.407,20.035600659789168,2,F,M348934600,transportation,0,583.0
211,2023-01-04 20:35:10.812,11.211133241274634,2,F,M1823072687,transportation,0,583.0
212,2023-01-05 04:23:37.711,9.634835216442541,2,F,M1823072687,transportation,0,583.0
213,2023-01-05 12:22:56.989,7.098131558845795,2,F,M1823072687,transportation,0,583.0
214,2023-01-05 20:21:25.051,7.68196407231016,2,F,M1823072687,transportation,0,583.0
215,2023-01-06 04:14:40.205,4.411854093633187,2,F,M1823072687,transportation,0,583.0
216,2023-01-06 12:07:29.513,13.676073464981792,2,F,M1823072687,transportation,0,583.0
217,2023-01-06 20:05:21.649,9.154810077616915,2,F,M1823072687,transportation,0,583.0
218,2023-01-07 03:58:38.846,7.880148334392125,2,F,M1823072687,transportation,0,583.0
219,2023-01-07 11:11:35.659,4.938367886335016,2,F,M1823072687,transportation,0,583.0
220,2023-01-07 18:54:03.383,72.16586051053238,2,F,M1823072687,transportation,0,583.0
221,2023-01-08 01:05:05.842,47.59309455861473,2,F,M1823072687,transportation,0,583.0
222,2023-01-04 03:32:13.117,235.40408989815947,2,F,M480139044,health,1,243.0
223,2023-01-16 13:53:22.997,217.23138523561238,2,F,M480139044,health,1,327.0
224,2023-01-13 12:16:53.077,77.82538063288305,1,F,M1823072687,transportation,1,360.0
225,2023-01-14 04:56:18.172,359.99313213527597,2,F,M480139044,health,1,433.0
226,2023-01-14 23:51:36.088,259.3124574850304,5,M,M480139044,health,0,514.0
227,2023-01-09 08:43:11.839,112.57021385929285,2,F,M1823072687,transportation,0,637.0
228,2023-01-09 16:27:47.680,66.29117227672636,2,F,M1823072687,transportation,0,637.0
229,2023-01-10 00:01:31.427,64.33297434763828,2,F,M1823072687,transportation,0,637.0
230,2023-01-10 07:28:50.407,59.29983313494571,2,F,M1823072687,transportation,0,637.0
231,2023-01-10 14:27:08.079,25.538247437427092,2,F,M1823072687,transportation,0,637.0
232,2023-01-10 22:22:54.042,19.634506266791533,2,F,M1823072687,transportation,0,637.0
233,2023-01-11 06:16:33.246,24.324337841903542,2,F,M1823072687,transportation,0,637.0
234,2023-01-11 14:02:19.119,13.199760665538525,2,F,M1823072687,transportation,0,637.0
235,2023-01-11 21:49:08.399,11.575010974488675,2,F,M1823072687,transportation,0,637.0
236,2023-01-12 05:47:07.047,8.226496789454066,2,F,M1823072687,transportation,0,637.0
237,2023-01-12 13:43:29.698,9.672834601941036,2,F,M1823072687,transportation,0,637.0
238,2023-01-12 21:27:50.616,4.966189181230817,2,F,M1823072687,transportation,0,637.0
239,2023-01-13 05:19:14.831,17.29118839666406,2,F,M1823072687,transportation,0,637.0
240,2023-01-13 13:14:51.829,11.478981272564514,2,F,M1823072687,transportation,0,637.0
241,2023-01-13 21:01:51.221,10.793356047255493,2,F,M1823072687,transportation,0,637.0
242,2023-01-14 03:44:44.388,6.019733271159767,2,F,M1823072687,transportation,0,637.0
243,2023-01-14 11:16:30.653,98.1793376222112,2,F,M1823072687,transportation,0,637.0
244,2023-01-14 15:46:22.563,71.88671431168353,2,F,M1823072687,transportation,0,637.0
245,2023-01-15 08:24:07.910,246.8970817834887,4,M,M480139044,health,1,260.0
246,2023-01-13 13:23:35.389,580.860752378767,1,M,M1535107174,wellnessandbeauty,1,616.0
247,2023-01-09 06:59:45.953,200.54273797317074,2,F,M480139044,health,1,810.0
248,2023-01-16 20:03:42.206,720.5559145137724,4,M,M480139044,health,1,960.0
249,2023-01-15 22:06:26.990,42.19562581105294,3,M,M348934600,transportation,0,634.0
250,2023-01-16 06:05:36.213,31.68150149624043,3,M,M348934600,transportation,0,634.0
251,2023-01-16 14:03:40.196,33.75486045486951,3,M,M348934600,transportation,0,634.0
252,2023-01-16 22:01:31.145,24.03208010189378,3,M,M348934600,transportation,0,634.0
253,2023-01-17 05:42:43.052,8.41788090052875,3,M,M348934600,transportation,0,634.0
254,2023-01-17 13:42:25.426,9.445609799138136,3,M,M348934600,transportation,0,634.0
255,2023-01-17 21:41:42.041,8.475134984439265,3,M,M348934600,transportation,0,634.0
256,2023-01-18 05:40:25.595,5.135818711991066,3,M,M348934600,transportation,0,634.0
257,2023-01-18 13:32:55.401,5.685215426036012,3,M,M348934600,transportation,0,634.0
258,2023-01-18 21:32:31.245,6.197002936858143,3,M,M348934600,transportation,0,634.0
259,2023-01-19 05:31:15.749,4.037871465886322,3,M,M348934600,transportation,0,634.0
260,2023-01-19 13:26:41.371,3.1347945888292674,3,M,M348934600,transportation,0,634.0
261,2023-01-19 21:16:24.206,23.098171446422075,3,M,M348934600,transportation,0,634.0
262,2023-01-20 04:58:28.225,17.065121154288704,3,M,M348934600,transportation,0,634.0
263,2023-01-20 11:15:29.503,11.904510166499245,3,M,M348934600,transportation,0,634.0
264,2023-01-04 04:52:21.105,562.1066536944057,2,F,M1535107174,wellnessandbeauty,0,664.0
265,2023-01-04 09:32:37.708,460.9239578960477,2,F,M348934600,transportation,0,664.0
266,2023-01-03 03:25:01.833,2533.78006424745,5,F,M480139044,health,1,54.0
267,2023-01-15 21:47:42.805,170.96502782360528,1,F,M480139044,health,1,421.0
268,2023-01-16 18:08:49.913,270.06751965021965,1,F,M480139044,health,1,421.0
269,2023-01-06 01:00:00.426,684.8817178717136,4,M,M480139044,health,1,908.0
270,2023-01-08 09:07:06.582,284.77902300729454,5,F,M480139044,health,1,974.0
271,2023-01-14 00:48:20.451,44.145125213644214,2,M,M348934600,transportation,0,343.0
272,2023-01-14 08:47:56.839,43.55531128263152,2,M,M348934600,transportation,0,343.0
273,2023-01-14 16:47:28.694,37.48398298770144,2,M,M348934600,transportation,0,343.0
274,2023-01-15 00:46:32.267,49.06772619385178,2,M,M348934600,transportation,0,343.0
275,2023-01-15 07:36:41.593,18.755334104601346,2,M,M348934600,transportation,0,343.0
276,2023-01-15 15:36:34.927,20.086025668438985,2,M,M348934600,transportation,0,343.0
277,2023-01-15 23:36:25.071,21.127558519418617,2,M,M348934600,transportation,0,343.0
278,2023-01-16 07:36:05.296,17.124888106501125,2,M,M348934600,transportation,0,343.0
279,2023-01-16 15:24:05.846,6.613462011328738,2,M,M348934600,transportation,0,343.0
280,2023-01-16 23:24:00.947,6.505636526628666,2,M,M348934600,transportation,0,343.0
281,2023-01-17 07:23:49.774,6.771541910612559,2,M,M348934600,transportation,0,343.0
282,2023-01-17 15:23:17.761,4.982287003984249,2,M,M348934600,transportation,0,343.0
283,2023-01-17 23:16:41.189,6.468909808280492,2,M,M348934600,transportation,0,343.0
284,2023-01-18 07:16:32.831,5.676696347968559,2,M,M348934600,transportation,0,343.0
285,2023-01-18 15:16:03.299,5.12696966131831,2,M,M348934600,transportation,0,343.0
286,2023-01-18 23:13:58.498,4.602216411184122,2,M,M348934600,transportation,0,343.0
287,2023-01-19 07:04:20.322,16.879498282261853,2,M,M348934600,transportation,0,343.0
288,2023-01-19 15:01:09.815,13.651374513727745,2,M,M348934600,transportation,0,343.0
289,2023-01-19 22:35:26.054,9.469994715640805,2,M,M348934600,transportation,0,343.0
290,2023-01-20 04:40:55.839,10.837149728091442,2,M,M348934600,transportation,0,343.0
291,2023-01-14 10:22:33.229,334.82633993658277,4,F,M480139044,health,1,242.0
292,2023-01-03 11:34:15.539,321.3053352384907,5,M,M480139044,health,1,512.0
293,2023-01-06 09:49:09.759,547.8531971755962,4,M,M480139044,health,1,771.0
294,2023-01-15 02:37:27.771,148.63204744272926,2,M,M348934600,transportation,0,781.0
295,2023-01-15 10:31:05.069,129.9886495499741,2,M,M348934600,transportation,0,781.0
296,2023-01-15 18:15:53.935,111.97910128833085,2,M,M348934600,transportation,0,781.0
297,2023-01-16 01:52:25.063,127.83651509202006,2,M,M348934600,transportation,0,781.0
298,2023-01-16 09:03:32.213,22.07525400882487,2,M,M348934600,transportation,0,781.0
299,2023-01-16 17:02:55.344,21.270130296544167,2,M,M348934600,transportation,0,781.0
300,2023-01-17 01:01:30.636,23.46726853165056,2,M,M348934600,transportation,0,781.0
301,2023-01-17 08:58:40.477,13.124549342583526,2,M,M348934600,transportation,0,781.0
302,2023-01-17 16:46:41.285,9.046833478450015,2,M,M1823072687,transportation,0,781.0
303,2023-01-18 00:46:13.023,8.011851675723749,2,M,M1823072687,transportation,0,781.0
304,2023-01-18 08:45:04.624,7.76383505704156,2,M,M1823072687,transportation,0,781.0
305,2023-01-18 16:40:08.902,4.174055705333942,2,M,M1823072687,transportation,0,781.0
306,2023-01-19 00:33:02.355,12.679462931012232,2,M,M1823072687,transportation,0,781.0
307,2023-01-19 08:31:19.384,9.027365094737245,2,M,M1823072687,transportation,0,781.0
308,2023-01-19 16:25:39.800,7.651443672337902,2,M,M1823072687,transportation,0,781.0
309,2023-01-19 23:44:26.059,4.606690520954928,2,M,M1823072687,transportation,0,781.0
310,2023-01-20 07:26:57.556,67.86921343054496,2,M,M1823072687,transportation,0,781.0
311,2023-01-20 13:46:41.330,45.6092496711096,2,M,M1823072687,transportation,0,781.0
312,2023-01-14 21:23:19.142,262.17129763641606,3,F,M480139044,health,1,302.0
313,2023-01-08 13:56:52.992,300.78720182560767,2,F,M480139044,health,1,612.0
314,2023-01-14 19:35:50.644,1381.9831802495535,4,M,M480139044,health,1,297.0
315,2023-01-11 02:35:59.559,957.3241011858863,4,M,M480139044,health,1,436.0
